method,split,query_id,n_input,n_output,input_tokens,output_tokens,compression_ratio,reduction_pct,recall,precision,f1,ndcg,latency_ms
DenseTopK,synthetic_g1,syn-21,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.20703100017271936
SelectiveContext,synthetic_g1,syn-21,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.4680860001826659
LLMLingua,synthetic_g1,syn-21,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.3899020011886023
FCNP,synthetic_g1,syn-21,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,19.276197999715805
FCNP-Hybrid,synthetic_g1,syn-21,80,21,985,252,3.9087301587301586,74.41624365482234,0.2,0.047619047619047616,0.07692307692307693,0.09803928583135704,19.056593999266624
NoCompression,synthetic_g1,syn-22,80,80,985,985,1.0,0.0,1.0,0.0625,0.11764705882352941,0.48450848031137667,0.001839005562942475
Random,synthetic_g1,syn-22,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.16958010263680806,0.028830996598117054
TopKImportance,synthetic_g1,syn-22,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.13120507751234178,0.016052996215876192
BM25,synthetic_g1,syn-22,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.5402750030043535
DenseTopK,synthetic_g1,syn-22,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.20492500334512442
SelectiveContext,synthetic_g1,syn-22,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.4671159986173734
LLMLingua,synthetic_g1,syn-22,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.3722909968928434
FCNP,synthetic_g1,syn-22,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,19.333176998770796
FCNP-Hybrid,synthetic_g1,syn-22,80,21,985,252,3.9087301587301586,74.41624365482234,0.2,0.047619047619047616,0.07692307692307693,0.08681077623592635,19.769153994275257
NoCompression,synthetic_g1,syn-23,80,80,985,985,1.0,0.0,1.0,0.0625,0.11764705882352941,0.29544362819803,0.0017850034055300057
Random,synthetic_g1,syn-23,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.21398626473452756,0.046572997234761715
TopKImportance,synthetic_g1,syn-23,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.016766003682278097
BM25,synthetic_g1,syn-23,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.5102850045659579
DenseTopK,synthetic_g1,syn-23,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.19420399621594697
SelectiveContext,synthetic_g1,syn-23,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.44316000276012346
LLMLingua,synthetic_g1,syn-23,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.3942460025427863
FCNP,synthetic_g1,syn-23,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,19.05139700102154
FCNP-Hybrid,synthetic_g1,syn-23,80,21,985,231,4.264069264069264,76.5482233502538,0.0,0.0,0.0,0.0,19.465847995888907
NoCompression,synthetic_g1,syn-24,80,80,985,985,1.0,0.0,1.0,0.0625,0.11764705882352941,0.36682970229969397,0.0015140030882321298
Random,synthetic_g1,syn-24,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.030532995879184455
TopKImportance,synthetic_g1,syn-24,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.13120507751234178,0.01610299659660086
BM25,synthetic_g1,syn-24,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.6515540007967502
DenseTopK,synthetic_g1,syn-24,80,5,985,97,10.154639175257731,90.15228426395939,0.4,0.4,0.4000000000000001,0.5087403079104241,0.3034999972442165
SelectiveContext,synthetic_g1,syn-24,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.4591089964378625
LLMLingua,synthetic_g1,syn-24,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.4138959993724711
FCNP,synthetic_g1,syn-24,80,5,985,97,10.154639175257731,90.15228426395939,0.4,0.4,0.4000000000000001,0.5087403079104241,30.040320998523384
FCNP-Hybrid,synthetic_g1,syn-24,80,21,985,294,3.3503401360544216,70.15228426395939,0.6,0.14285714285714285,0.23076923076923073,0.5900751532988439,19.55299400287913
NoCompression,synthetic_g1,syn-25,80,80,985,985,1.0,0.0,1.0,0.0625,0.11764705882352941,0.2955800696253177,0.0018319988157600164
Random,synthetic_g1,syn-25,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.13120507751234178,0.04969400470145047
TopKImportance,synthetic_g1,syn-25,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.014564997400157154
BM25,synthetic_g1,syn-25,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.5551029971684329
DenseTopK,synthetic_g1,syn-25,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.13120507751234178,0.18537099822424352
SelectiveContext,synthetic_g1,syn-25,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.43773400102509186
LLMLingua,synthetic_g1,syn-25,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.4146980063524097
FCNP,synthetic_g1,syn-25,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,27.542556999833323
FCNP-Hybrid,synthetic_g1,syn-25,80,21,985,252,3.9087301587301586,74.41624365482234,0.2,0.047619047619047616,0.07692307692307693,0.1208113026994942,19.62268699571723
NoCompression,synthetic_g1,syn-26,80,80,985,985,1.0,0.0,1.0,0.0625,0.11764705882352941,0.3193396007677799,0.001748994691297412
Random,synthetic_g1,syn-26,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.028891998226754367
TopKImportance,synthetic_g1,syn-26,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.015356003132183105
BM25,synthetic_g1,syn-26,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.5547089967876673
DenseTopK,synthetic_g1,syn-26,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.16958010263680806,0.1952579987118952
SelectiveContext,synthetic_g1,syn-26,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.4531999948085286
LLMLingua,synthetic_g1,syn-26,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.3910849991370924
FCNP,synthetic_g1,syn-26,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,20.169226001598872
FCNP-Hybrid,synthetic_g1,syn-26,80,21,985,252,3.9087301587301586,74.41624365482234,0.2,0.047619047619047616,0.07692307692307693,0.11305340175787204,18.78596000460675
NoCompression,synthetic_g1,syn-27,80,80,985,985,1.0,0.0,1.0,0.0625,0.11764705882352941,0.5303138655444137,0.001887994585558772
Random,synthetic_g1,syn-27,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.026684996555559337
TopKImportance,synthetic_g1,syn-27,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.21398626473452756,0.014140001439955086
BM25,synthetic_g1,syn-27,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.517465996381361
DenseTopK,synthetic_g1,syn-27,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.19080899801338091
SelectiveContext,synthetic_g1,syn-27,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.44118499499745667
LLMLingua,synthetic_g1,syn-27,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.43527199886739254
FCNP,synthetic_g1,syn-27,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,19.51307999843266
FCNP-Hybrid,synthetic_g1,syn-27,80,21,985,231,4.264069264069264,76.5482233502538,0.0,0.0,0.0,0.0,19.78713799326215
NoCompression,synthetic_g1,syn-28,80,80,985,985,1.0,0.0,1.0,0.0625,0.11764705882352941,0.4697058388125219,0.0017290003597736359
Random,synthetic_g1,syn-28,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.02962599683087319
TopKImportance,synthetic_g1,syn-28,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.21398626473452756,0.016159996448550373
BM25,synthetic_g1,syn-28,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.5615480040432885
DenseTopK,synthetic_g1,syn-28,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.18662500224309042
SelectiveContext,synthetic_g1,syn-28,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.43812699732370675
LLMLingua,synthetic_g1,syn-28,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.38783399941166863
FCNP,synthetic_g1,syn-28,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,18.793887000356335
FCNP-Hybrid,synthetic_g1,syn-28,80,21,985,231,4.264069264069264,76.5482233502538,0.0,0.0,0.0,0.0,18.598474001919385
NoCompression,synthetic_g1,syn-29,80,80,985,985,1.0,0.0,1.0,0.0625,0.11764705882352941,0.2937439450715378,0.0017049969756044447
Random,synthetic_g1,syn-29,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.3391602052736161,0.027681002393364906
TopKImportance,synthetic_g1,syn-29,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.01660799898672849
BM25,synthetic_g1,syn-29,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.5101279966766015
DenseTopK,synthetic_g1,syn-29,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.18427699978929013
SelectiveContext,synthetic_g1,syn-29,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.451036001322791
LLMLingua,synthetic_g1,syn-29,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.3965819996665232
FCNP,synthetic_g1,syn-29,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,20.05191900389036
FCNP-Hybrid,synthetic_g1,syn-29,80,21,985,231,4.264069264069264,76.5482233502538,0.0,0.0,0.0,0.0,20.169843002804555
