method,split,query_id,n_input,n_output,input_tokens,output_tokens,compression_ratio,reduction_pct,recall,precision,f1,ndcg,latency_ms
LLMLingua,synthetic_g1,syn-24,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.3884550000066156
FCNP,synthetic_g1,syn-24,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.3391602052736161,19.302584000001843
NoCompression,synthetic_g1,syn-25,80,80,985,985,1.0,0.0,1.0,0.0625,0.11764705882352941,0.2955800696253177,0.001531999942017137
Random,synthetic_g1,syn-25,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.13120507751234178,0.029583000014099525
TopKImportance,synthetic_g1,syn-25,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.016666999954395578
BM25,synthetic_g1,syn-25,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.5047700000204713
DenseTopK,synthetic_g1,syn-25,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.19418399995174696
SelectiveContext,synthetic_g1,syn-25,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.4597960000864987
LLMLingua,synthetic_g1,syn-25,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.37478800004464574
FCNP,synthetic_g1,syn-25,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,20.304410999983702
NoCompression,synthetic_g1,syn-26,80,80,985,985,1.0,0.0,1.0,0.0625,0.11764705882352941,0.3193396007677799,0.0037109999766471446
Random,synthetic_g1,syn-26,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.1236710000966923
TopKImportance,synthetic_g1,syn-26,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.06070500000987522
BM25,synthetic_g1,syn-26,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.6636900000103196
DenseTopK,synthetic_g1,syn-26,80,5,985,118,8.347457627118644,88.02030456852792,0.6,0.6,0.6,0.7227265726449519,0.28336699995179515
SelectiveContext,synthetic_g1,syn-26,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.47607800001969736
LLMLingua,synthetic_g1,syn-26,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.392744999999195
FCNP,synthetic_g1,syn-26,80,5,985,118,8.347457627118644,88.02030456852792,0.6,0.6,0.6,0.7227265726449519,18.986369000003833
NoCompression,synthetic_g1,syn-27,80,80,985,985,1.0,0.0,1.0,0.0625,0.11764705882352941,0.5303138655444137,0.0020769999764524982
Random,synthetic_g1,syn-27,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.031648000003769994
TopKImportance,synthetic_g1,syn-27,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.21398626473452756,0.026150000053348776
BM25,synthetic_g1,syn-27,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.5163499999980559
DenseTopK,synthetic_g1,syn-27,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.3391602052736161,0.1817419999952108
SelectiveContext,synthetic_g1,syn-27,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.4783790000146837
LLMLingua,synthetic_g1,syn-27,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.37359400005243515
FCNP,synthetic_g1,syn-27,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.3391602052736161,20.91450300008546
NoCompression,synthetic_g1,syn-28,80,80,985,985,1.0,0.0,1.0,0.0625,0.11764705882352941,0.4697058388125219,0.0022529999341713847
Random,synthetic_g1,syn-28,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.030655000045953784
TopKImportance,synthetic_g1,syn-28,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.21398626473452756,0.05760299995927198
BM25,synthetic_g1,syn-28,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.5077350000419756
DenseTopK,synthetic_g1,syn-28,80,5,985,139,7.086330935251799,85.88832487309645,0.8,0.8,0.8000000000000002,0.8539316501572937,0.18767699998534226
SelectiveContext,synthetic_g1,syn-28,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.4861289999098517
LLMLingua,synthetic_g1,syn-28,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.4062309999426361
FCNP,synthetic_g1,syn-28,80,5,985,139,7.086330935251799,85.88832487309645,0.8,0.8,0.8000000000000002,0.8539316501572937,17.464020000033997
NoCompression,synthetic_g1,syn-29,80,80,985,985,1.0,0.0,1.0,0.0625,0.11764705882352941,0.2937439450715378,0.0015679999023632263
Random,synthetic_g1,syn-29,80,5,985,76,12.960526315789474,92.28426395939087,0.2,0.2,0.20000000000000004,0.3391602052736161,0.027771000077336794
TopKImportance,synthetic_g1,syn-29,80,5,985,55,17.90909090909091,94.41624365482232,0.0,0.0,0.0,0.0,0.02042500000243308
BM25,synthetic_g1,syn-29,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.6591160000652962
DenseTopK,synthetic_g1,syn-29,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.46033799992528657
SelectiveContext,synthetic_g1,syn-29,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.5278989999624173
LLMLingua,synthetic_g1,syn-29,80,5,985,160,6.15625,83.75634517766497,1.0,1.0,1.0,1.0,0.3599219999159686
FCNP,synthetic_g1,syn-29,80,5,985,139,7.086330935251799,85.88832487309645,0.8,0.8,0.8000000000000002,0.8687949224876582,18.49894999998014
